"PB-1","Abdul Aziz Qureshi","Independent","6"
"PB-1","Abdul Rasheed","Independent","10"
"PB-1","Afsar Khan","Independent","4"
"PB-1","Agha Faisal Shah","Independent","11"
"PB-1","Allauddin Kakar","Independent","303"
"PB-1","Anwar Tareen","Muttahida Qaumi Movement Pakistan","97"
"PB-1","Babar Khan","Tehreek-e-Tahafuze Pakistan","78"
"PB-1","Eid Muhammad","Independent","62"
"PB-1","Haji Meer Hassan","Independent","10"
"PB-1","Imran Ali","Majlis-e-Wahdat-e-Muslimeen Pakistan","751"
"PB-1","Irshad Sultan Durrani","Independent","109"
"PB-1","Jaffar Georg","Independent","276"
"PB-1","Jamil Ramzan","Balochistan National Party","350"
"PB-1","Mirza Hussain Hazara","Hazara Democratic Party","224"
"PB-1","Muhammad Abid","Independent","435"
"PB-1","Muhammad Arif Khan Utmanzai","Independent","25"
"PB-1","Muhammad Aslam","Independent","325"
"PB-1","Muhammad Azeem Butt","Independent","15"
"PB-1","Muhammad Dawood Khan","Pakistan Muslim League (F)","351"
"PB-1","Muhammad Hashim","Pakistan Peoples Party Parliamentarians","387"
"PB-1","Muhammad Hussain","Jumiat Ulma-e-Islam(Nazryati)","279"
"PB-1","Muhammad Hussain Khilji","Awami Muslim League Pakistan","52"
"PB-1","Muhammad Ibrahim","Jamaat-e-Islami Pakistan","234"
"PB-1","Muhammad Saleem","Independent","22"
"PB-1","Muhammad Yaqoob","Jamhoori Wattan Party","11"
"PB-1","Naik Muhammad Kakar","Awami National Party","32"
"PB-1","Naseem ur Rahman","Independent","13"
"PB-1","Naseemullah Khan","Independent","509"
"PB-1","Naseer Ahmed Tareen","Independent","100"
"PB-1","Sadiq Din","Independent","488"
"PB-1","Saeed Ahmed Hashmi","Pakistan Muslim League","2563"
"PB-1","Shakeel Ahmed","Pakistan Tehreek-e-Insaf","3454"
"PB-1","Syed Asmatullah","Independent","3"
"PB-1","Syed Iqbal Shah","Jamiat Ulama-e-Islam (F)","238"
"PB-1","Tahir Mehmood Khan","Pakistan Muslim League (N)","6161"
"PB-1","Zaheer ud Din","Pashtoonkhwa Milli Awami Party","3476"
"PB-2","Abdul Khaliq","Hazara Democratic Party","6975"
"PB-2","Abdul Manan","Independent","18"
"PB-2","Abdul Qayum","Jamaat-e-Islami Pakistan","47"
"PB-2","Abdullah","Pakistan Muslim League (F)","53"
"PB-2","Asghar Ali Gulzari","Independent","5"
"PB-2","Barat Ali","Independent","0"
"PB-2","Bibi Hanifa","Independent","278"
"PB-2","Bismillah Khan Khilji","Independent","41"
"PB-2","Ehsan ullah Khan","Jumiat Ulma-e-Islam(Nazryati)","818"
